idEmp,numAula,dia,fecha,hora_ini,hora_fin
9267,12,2,28/05/2013,16:00,17:30
1346,13,2,28/05/2013,16:00,17:30
6313,14,2,28/05/2013,16:00,17:30
8692,15,2,28/05/2013,16:00,17:30
1737,16,2,28/05/2013,16:00,17:30
7841,17,2,28/05/2013,16:00,17:30
7589,18,2,28/05/2013,16:00,17:30
8177,19,2,28/05/2013,16:00,17:30
8455,20,2,28/05/2013,16:00,17:30
7724,21,2,28/05/2013,16:00,17:30
9926,22,2,28/05/2013,16:00,17:30
6143,23,2,28/05/2013,16:00,17:30
4627,24,2,28/05/2013,16:00,17:30
8726,25,3,29/05/2013,07:00,08:30
7357,26,3,29/05/2013,07:00,08:30
2656,27,3,29/05/2013,07:00,08:30
6870,28,3,29/05/2013,07:00,08:30
8461,1,3,29/05/2013,07:00,08:30
2961,2,3,29/05/2013,07:00,08:30
9116,3,3,29/05/2013,07:00,08:30
1737,4,3,29/05/2013,07:00,08:30
6871,5,3,29/05/2013,07:00,08:30
3938,6,3,29/05/2013,07:00,08:30
9244,7,3,29/05/2013,07:00,08:30
2575,8,3,29/05/2013,07:00,08:30
8261,9,3,29/05/2013,07:00,08:30
2796,10,3,29/05/2013,07:00,08:30
9105,11,3,29/05/2013,07:00,08:30
8455,12,3,29/05/2013,07:00,08:30
1234,13,3,29/05/2013,07:00,08:30
8692,14,3,29/05/2013,07:00,08:30
8950,15,3,29/05/2013,07:00,08:30
1346,16,3,29/05/2013,07:00,08:30
905,17,3,29/05/2013,07:00,08:30
7589,18,3,29/05/2013,07:00,08:30
9419,19,3,29/05/2013,07:00,08:30
8281,20,3,29/05/2013,07:00,08:30
104,21,3,29/05/2013,07:00,08:30
9926,22,3,29/05/2013,07:00,08:30
8989,23,3,29/05/2013,07:00,08:30
9086,24,3,29/05/2013,07:00,08:30
8726,25,3,29/05/2013,14:00,15:30
2780,26,3,29/05/2013,14:00,15:30
7724,27,3,29/05/2013,14:00,15:30
7763,28,3,29/05/2013,14:00,15:30
9086,1,3,29/05/2013,14:00,15:30
8261,2,3,29/05/2013,14:00,15:30
7955,3,3,29/05/2013,14:00,15:30
6341,4,3,29/05/2013,14:00,15:30
1737,5,3,29/05/2013,14:00,15:30
2170,6,3,29/05/2013,14:00,15:30
9244,7,3,29/05/2013,14:00,15:30
8882,8,3,29/05/2013,14:00,15:30
104,9,3,29/05/2013,14:00,15:30
7763,10,3,29/05/2013,14:00,15:30
7724,11,3,29/05/2013,14:00,15:30
8455,12,3,29/05/2013,14:00,15:30
1654,13,3,29/05/2013,14:00,15:30
9105,14,3,29/05/2013,14:00,15:30
9419,15,3,29/05/2013,14:00,15:30
7969,16,3,29/05/2013,14:00,15:30
3938,17,3,29/05/2013,14:00,15:30
9918,18,3,29/05/2013,14:00,15:30
6822,19,3,29/05/2013,16:00,17:30
8989,20,3,29/05/2013,16:00,17:30
1234,21,3,29/05/2013,16:00,17:30
9116,22,3,29/05/2013,16:00,17:30
2891,23,3,29/05/2013,16:00,17:30
8950,24,3,29/05/2013,16:00,17:30
2482,25,3,29/05/2013,16:00,17:30
905,26,3,29/05/2013,16:00,17:30
9108,27,3,29/05/2013,16:00,17:30
7589,28,3,29/05/2013,16:00,17:30
9394,2,3,29/05/2013,16:00,17:30
8951,3,3,29/05/2013,16:00,17:30
430,4,3,29/05/2013,16:00,17:30
406,5,3,29/05/2013,16:00,17:30
2550,6,3,29/05/2013,16:00,17:30
7474,7,3,29/05/2013,16:00,17:30
8460,8,3,29/05/2013,16:00,17:30
7732,9,3,29/05/2013,16:00,17:30
9255,10,3,29/05/2013,16:00,17:30
7379,11,3,29/05/2013,16:00,17:30
9033,12,4,30/05/2013,07:00,08:30
6881,13,4,30/05/2013,07:00,08:30
894,14,4,30/05/2013,07:00,08:30
577,15,4,30/05/2013,07:00,08:30
9964,16,4,30/05/2013,07:00,08:30
1346,17,4,30/05/2013,07:00,08:30
7984,18,4,30/05/2013,07:00,08:30
8701,19,4,30/05/2013,07:00,08:30
6741,20,4,30/05/2013,07:00,08:30
9138,21,4,30/05/2013,07:00,08:30
7763,22,4,30/05/2013,07:00,08:30
6526,1,4,30/05/2013,07:00,08:30
3908,2,4,30/05/2013,07:00,08:30
6881,3,4,30/05/2013,07:00,08:30
8800,4,4,30/05/2013,07:00,08:30
577,5,4,30/05/2013,07:00,08:30
430,6,4,30/05/2013,07:00,08:30
9138,7,4,30/05/2013,07:00,08:30
9964,8,4,30/05/2013,07:00,08:30
7582,9,4,30/05/2013,07:00,08:30
6741,10,4,30/05/2013,07:00,08:30
7474,11,4,30/05/2013,07:00,08:30
8701,12,4,30/05/2013,07:00,08:30
9033,13,4,30/05/2013,07:00,08:30
7831,14,4,30/05/2013,07:00,08:30
2473,15,4,30/05/2013,07:00,08:30
6556,16,4,30/05/2013,07:00,08:30
1867,17,4,30/05/2013,07:00,08:30
6411,18,4,30/05/2013,14:00,15:30
7354,19,4,30/05/2013,14:00,15:30
421,20,4,30/05/2013,14:00,15:30
9421,21,4,30/05/2013,14:00,15:30
8989,22,4,30/05/2013,14:00,15:30
648,1,4,30/05/2013,14:00,15:30
2550,2,4,30/05/2013,14:00,15:30
7379,3,4,30/05/2013,14:00,15:30
2780,4,4,30/05/2013,14:00,15:30
3938,5,4,30/05/2013,14:00,15:30
