claveempleado,dia,horario,idasignatura,idgrado,asignaturalab,seccion,semestre,nombre_materia,
9267,5,15,75,2,0,14,3,Laboratorio de Biología 2,lab
9267,5,16,75,2,0,14,3,Laboratorio de Biología 2,lab
9394,1,11,75,2,0,20,3,Laboratorio de Biología 2,lab
9394,1,12,75,2,0,20,3,Laboratorio de Biología 2,lab
9394,1,15,75,2,0,2,3,Laboratorio de Biología 2,lab
9394,1,16,75,2,0,2,3,Laboratorio de Biología 2,lab
9394,2,13,75,2,0,7,3,Laboratorio de Biología 2,lab
9394,2,14,75,2,0,7,3,Laboratorio de Biología 2,lab
9394,4,11,75,2,0,11,3,Laboratorio de Biología 2,lab
9394,4,12,75,2,0,11,3,Laboratorio de Biología 2,lab
9394,4,15,75,2,0,21,3,Laboratorio de Biología 2,lab
9394,4,16,75,2,0,21,3,Laboratorio de Biología 2,lab
9394,5,5,72,1,0,9,1,Laboratorio de Química 2,lab
9394,5,6,72,1,0,9,1,Laboratorio de Química 2,lab
9947,1,11,75,2,0,20,3,Laboratorio de Biología 2,lab
9947,1,12,75,2,0,20,3,Laboratorio de Biología 2,lab
9947,2,11,75,2,0,13,3,Laboratorio de Biología 2,lab
9947,2,12,75,2,0,13,3,Laboratorio de Biología 2,lab
9947,3,11,75,2,0,15,3,Laboratorio de Biología 2,lab
9947,3,12,75,2,0,15,3,Laboratorio de Biología 2,lab
9947,3,15,75,2,0,10,3,Laboratorio de Biología 2,lab
9947,3,16,75,2,0,10,3,Laboratorio de Biología 2,lab
9947,5,15,75,2,0,14,3,Laboratorio de Biología 2,lab
9947,5,16,75,2,0,14,3,Laboratorio de Biología 2,lab
