fecha,IdEmp,numAula,dia,hora_ini,hora_fin
16/05/2013,9107,3,4,14:00,15:30
16/05/2013,1291,4,4,14:00,15:30
16/05/2013,3841,5,4,14:00,15:30
16/05/2013,6996,6,4,14:00,15:30
16/05/2013,9267,7,4,14:00,15:30
16/05/2013,8182,8,4,14:00,15:30
16/05/2013,8182,9,4,14:00,15:30
16/05/2013,851,10,4,14:00,15:30
16/05/2013,6323,11,4,14:00,15:30
16/05/2013,8493,12,4,14:00,15:30
16/05/2013,8182,13,4,14:00,15:30
16/05/2013,8182,14,4,14:00,15:30
16/05/2013,8182,15,4,14:00,15:30
16/05/2013,7376,16,4,14:00,15:30
16/05/2013,8460,16,4,14:00,15:30
16/05/2013,6515,16,4,14:00,15:30
16/05/2013,8882,16,4,14:00,15:30
16/05/2013,3628,17,4,14:00,15:30
16/05/2013,2797,18,4,14:00,15:30
16/05/2013,9398,19,4,14:00,15:30
16/05/2013,7972,20,4,14:00,15:30
17/05/2013,8182,3,5,07:00,08:30
17/05/2013,8182,4,5,07:00,08:30
17/05/2013,6554,5,5,07:00,08:30
17/05/2013,9976,6,5,07:00,08:30
17/05/2013,8182,10,5,07:00,08:30
17/05/2013,8182,13,5,07:00,08:30
17/05/2013,8182,14,5,07:00,08:30
17/05/2013,8182,15,5,07:00,08:30
17/05/2013,8182,1,5,14:00,15:30
17/05/2013,8182,2,5,14:00,15:30
17/05/2013,8182,7,5,14:00,15:30
17/05/2013,8182,8,5,14:00,15:30
17/05/2013,8182,11,5,14:00,15:30
17/05/2013,8182,12,5,14:00,15:30
17/05/2013,7763,16,5,14:00,15:30
17/05/2013,9394,16,5,14:00,15:30
17/05/2013,851,16,5,14:00,15:30
17/05/2013,7381,17,5,14:00,15:30
17/05/2013,6996,18,5,14:00,15:30
17/05/2013,8182,19,5,14:00,15:30
17/05/2013,8466,20,5,14:00,15:30
20/05/2013,9267,3,1,07:00,08:30
20/05/2013,9976,4,1,07:00,08:30
20/05/2013,8182,5,1,07:00,08:30
20/05/2013,8808,6,1,07:00,08:30
20/05/2013,2943,8,1,07:00,08:30
20/05/2013,8182,12,1,07:00,08:30
20/05/2013,8182,18,1,07:00,08:30
20/05/2013,8182,19,1,07:00,08:30
20/05/2013,6827,1,1,08:30,10:00
20/05/2013,1291,2,1,08:30,10:00
20/05/2013,648,7,1,08:30,10:00
20/05/2013,8182,20,1,08:30,10:00
20/05/2013,8182,9,1,14:00,15:30
20/05/2013,8182,10,1,14:00,15:30
20/05/2013,8182,11,1,14:00,15:30
20/05/2013,8182,13,1,14:00,15:30
20/05/2013,8182,14,1,14:00,15:30
20/05/2013,3841,15,1,14:00,15:30
20/05/2013,2797,16,1,14:00,15:30
20/05/2013,8182,17,1,14:00,15:30
21/05/2013,2943,1,2,07:00,08:30
21/05/2013,2780,2,2,07:00,08:30
21/05/2013,8182,3,2,07:00,08:30
21/05/2013,9976,4,2,07:00,08:30
21/05/2013,8182,5,2,07:00,08:30
21/05/2013,8808,6,2,07:00,08:30
21/05/2013,1291,7,2,07:00,08:30
21/05/2013,9267,8,2,07:00,08:30
21/05/2013,851,9,2,07:00,08:30
21/05/2013,3628,10,2,07:00,08:30
21/05/2013,8182,11,2,07:00,08:30
21/05/2013,8182,12,2,07:00,08:30
21/05/2013,7381,13,2,07:00,08:30
21/05/2013,2797,14,2,07:00,08:30
21/05/2013,8182,15,2,07:00,08:30
21/05/2013,6323,16,2,07:00,08:30
21/05/2013,8182,17,2,07:00,08:30
21/05/2013,9107,18,2,07:00,08:30
21/05/2013,6996,19,2,07:00,08:30
21/05/2013,8466,20,2,07:00,08:30
21/05/2013,2943,1,2,14:00,15:30
21/05/2013,2780,2,2,14:00,15:30
21/05/2013,8182,3,2,14:00,15:30
21/05/2013,9976,4,2,14:00,15:30
21/05/2013,8182,5,2,14:00,15:30
21/05/2013,8808,6,2,14:00,15:30
21/05/2013,1291,7,2,14:00,15:30
21/05/2013,9267,8,2,14:00,15:30
21/05/2013,851,9,2,14:00,15:30
21/05/2013,7376,10,2,14:00,15:30
21/05/2013,8882,10,2,14:00,15:30
21/05/2013,8990,10,2,14:00,15:30
21/05/2013,3628,10,2,14:00,15:30
21/05/2013,8182,11,2,14:00,15:30
21/05/2013,8182,12,2,14:00,15:30
21/05/2013,7381,13,2,14:00,15:30
21/05/2013,2797,14,2,14:00,15:30
21/05/2013,8182,15,2,14:00,15:30
21/05/2013,6323,16,2,14:00,15:30
21/05/2013,8182,17,2,14:00,15:30
21/05/2013,9107,18,2,14:00,15:30
21/05/2013,6996,19,2,14:00,15:30
21/05/2013,8466,20,2,14:00,15:30
22/05/2013,648,1,3,07:00,08:30
22/05/2013,1291,2,3,07:00,08:30
22/05/2013,8182,3,3,07:00,08:30
22/05/2013,8182,4,3,07:00,08:30
22/05/2013,9267,5,3,07:00,08:30
22/05/2013,9976,6,3,07:00,08:30
22/05/2013,6554,7,3,07:00,08:30
22/05/2013,2943,8,3,07:00,08:30
22/05/2013,8182,9,3,07:00,08:30
22/05/2013,2797,10,3,07:00,08:30
22/05/2013,8182,11,3,07:00,08:30
22/05/2013,8182,12,3,07:00,08:30
22/05/2013,8182,13,3,07:00,08:30
22/05/2013,3628,14,3,07:00,08:30
22/05/2013,851,15,3,07:00,08:30
22/05/2013,8182,16,3,07:00,08:30
22/05/2013,6323,17,3,07:00,08:30
22/05/2013,6996,18,3,07:00,08:30
22/05/2013,9398,19,3,07:00,08:30
22/05/2013,8466,20,3,07:00,08:30
22/05/2013,648,1,3,14:00,15:30
22/05/2013,1291,2,3,14:00,15:30
22/05/2013,8182,3,3,14:00,15:30
22/05/2013,8182,4,3,14:00,15:30
22/05/2013,9267,5,3,14:00,15:30
22/05/2013,9976,6,3,14:00,15:30
22/05/2013,6554,7,3,14:00,15:30
22/05/2013,2943,8,3,14:00,15:30
22/05/2013,8182,9,3,14:00,15:30
22/05/2013,2797,10,3,14:00,15:30
22/05/2013,8182,11,3,14:00,15:30
22/05/2013,8182,12,3,14:00,15:30
22/05/2013,8182,13,3,14:00,15:30
