claveempleado,dia,horario,idasignatura,idgrado,asignaturalab,seccion,semestre,nombre_materia
6822,3,2,91,1,0,17,1,Organización de la Información
6822,3,3,91,1,0,15,1,Organización de la Información
6822,3,4,91,1,0,15,1,Organización de la Información
6822,3,5,91,1,0,28,1,Organización de la Información
6822,3,6,91,1,0,28,1,Organización de la Información
6822,3,7,91,1,0,24,1,Organización de la Información
6822,3,8,91,1,0,24,1,Organización de la Información
6822,4,1,91,1,0,15,1,Organización de la Información
6822,4,2,91,1,0,15,1,Organización de la Información
6822,4,3,91,1,0,22,1,Organización de la Información
6822,4,4,91,1,0,22,1,Organización de la Información
6822,4,5,91,1,0,31,1,Organización de la Información
6822,4,6,91,1,0,31,1,Organización de la Información
6822,4,7,91,1,0,29,1,Organización de la Información
6822,4,8,91,1,0,29,1,Organización de la Información
6822,5,3,91,1,0,29,1,Organización de la Información
6822,5,4,91,1,0,29,1,Organización de la Información
6822,5,5,91,1,0,31,1,Organización de la Información
6822,5,6,91,1,0,31,1,Organización de la Información
6822,5,7,91,1,0,23,1,Organización de la Información
6822,5,8,91,1,0,23,1,Organización de la Información
6827,1,5,52,3,0,4,5,Cálculo 1
6827,1,6,52,3,0,4,5,Cálculo 1
6827,1,7,37,3,0,7,5,Matemáticas 5
6827,1,8,37,3,0,7,5,Matemáticas 5
6827,1,15,123,2,0,20,3,Álgebra avanzada
6827,1,16,123,2,0,20,3,Álgebra avanzada
6827,2,1,37,3,0,7,5,Matemáticas 5
6827,2,2,37,3,0,7,5,Matemáticas 5
6827,2,3,52,3,0,4,5,Cálculo 1
6827,2,4,52,3,0,4,5,Cálculo 1
6827,2,11,123,2,0,20,3,Álgebra avanzada
6827,2,12,123,2,0,20,3,Álgebra avanzada
6827,2,13,37,3,0,13,5,Matemáticas 5
6827,2,14,37,3,0,13,5,Matemáticas 5
6827,3,1,52,3,0,21,5,Cálculo 1
6827,3,2,52,3,0,21,5,Cálculo 1
6827,3,5,52,3,0,4,5,Cálculo 1
6827,3,6,52,3,0,4,5,Cálculo 1
6827,3,11,37,3,0,13,5,Matemáticas 5
6827,3,12,37,3,0,13,5,Matemáticas 5
6827,3,13,37,3,0,11,5,Matemáticas 5
6827,3,14,37,3,0,11,5,Matemáticas 5
6827,4,3,52,3,0,21,5,Cálculo 1
6827,4,4,52,3,0,21,5,Cálculo 1
6827,4,5,37,3,0,7,5,Matemáticas 5
6827,4,6,37,3,0,7,5,Matemáticas 5
6827,4,11,37,3,0,13,5,Matemáticas 5
6827,4,12,37,3,0,13,5,Matemáticas 5
6827,4,15,37,3,0,11,5,Matemáticas 5
6827,4,16,37,3,0,11,5,Matemáticas 5
6827,5,7,52,3,0,21,5,Cálculo 1
6827,5,8,52,3,0,21,5,Cálculo 1
6827,5,11,37,3,0,11,5,Matemáticas 5
6827,5,12,37,3,0,11,5,Matemáticas 5
6870,1,3,91,1,0,13,1,Organización de la Información
6870,1,4,91,1,0,13,1,Organización de la Información
6870,1,5,91,1,0,14,1,Organización de la Información
6870,1,6,91,1,0,14,1,Organización de la Información
6870,1,7,91,1,0,21,1,Organización de la Información
6870,1,8,91,1,0,21,1,Organización de la Información
6870,2,1,91,1,0,6,1,Organización de la Información
6870,2,2,91,1,0,6,1,Organización de la Información
6870,2,3,91,1,0,26,1,Organización de la Información
6870,2,4,91,1,0,26,1,Organización de la Información
6870,2,5,91,1,0,19,1,Organización de la Información
6870,2,6,91,1,0,19,1,Organización de la Información
6870,2,7,91,1,0,13,1,Organización de la Información
6870,2,8,91,1,0,13,1,Organización de la Información
6870,3,1,91,1,0,11,1,Organización de la Información
6870,3,2,91,1,0,11,1,Organización de la Información
6870,3,3,91,1,0,26,1,Organización de la Información
6870,3,4,91,1,0,26,1,Organización de la Información
6870,3,5,91,1,0,6,1,Organización de la Información
6870,3,6,91,1,0,6,1,Organización de la Información
6870,3,7,91,1,0,21,1,Organización de la Información
6870,3,8,91,1,0,21,1,Organización de la Información
6870,4,3,91,1,0,18,1,Organización de la Información
6870,4,4,91,1,0,18,1,Organización de la Información
6870,4,5,91,1,0,14,1,Organización de la Información
6870,4,6,91,1,0,14,1,Organización de la Información
6870,4,7,91,1,0,19,1,Organización de la Información
6870,4,8,91,1,0,19,1,Organización de la Información
6870,5,1,91,1,0,18,1,Organización de la Información
6870,5,2,91,1,0,18,1,Organización de la Información
6870,5,7,91,1,0,11,1,Organización de la Información
6870,5,8,91,1,0,11,1,Organización de la Información
6877,1,9,154,2,0,26,3,La representación matemática y sus aplicaciones
6877,1,10,154,2,0,21,3,La representación matemática y sus aplicaciones
6877,1,13,154,2,0,23,3,La representación matemática y sus aplicaciones
6877,1,14,154,2,0,23,3,La representación matemática y sus aplicaciones
6877,1,15,154,2,0,28,3,La representación matemática y sus aplicaciones
6877,1,16,154,2,0,28,3,La representación matemática y sus aplicaciones
6877,2,9,154,2,0,28,3,La representación matemática y sus aplicaciones
6877,2,10,154,2,0,28,3,La representación matemática y sus aplicaciones
6877,2,11,154,2,0,9,3,La representación matemática y sus aplicaciones
6877,2,12,154,2,0,9,3,La representación matemática y sus aplicaciones
6877,2,13,154,2,0,27,3,La representación matemática y sus aplicaciones
6877,2,14,154,2,0,27,3,La representación matemática y sus aplicaciones
6877,2,15,154,2,0,25,3,La representación matemática y sus aplicaciones
6877,3,9,154,2,0,23,3,La representación matemática y sus aplicaciones
6877,3,10,154,2,0,23,3,La representación matemática y sus aplicaciones
6877,3,11,154,2,0,25,3,La representación matemática y sus aplicaciones
6877,3,12,154,2,0,25,3,La representación matemática y sus aplicaciones
6877,3,13,154,2,0,9,3,La representación matemática y sus aplicaciones
6877,3,14,154,2,0,9,3,La representación matemática y sus aplicaciones
6877,3,15,154,2,0,26,3,La representación matemática y sus aplicaciones
6877,3,16,154,2,0,26,3,La representación matemática y sus aplicaciones
6877,4,9,154,2,0,23,3,La representación matemática y sus aplicaciones
6877,4,10,154,2,0,28,3,La representación matemática y sus aplicaciones
6877,4,11,154,2,0,21,3,La representación matemática y sus aplicaciones
6877,4,12,154,2,0,21,3,La representación matemática y sus aplicaciones
6877,4,13,154,2,0,25,3,La representación matemática y sus aplicaciones
6877,4,14,154,2,0,25,3,La representación matemática y sus aplicaciones
6877,4,15,154,2,0,27,3,La representación matemática y sus aplicaciones
6877,5,9,154,2,0,21,3,La representación matemática y sus aplicaciones
6877,5,10,154,2,0,21,3,La representación matemática y sus aplicaciones
6877,5,11,154,2,0,9,3,La representación matemática y sus aplicaciones
6877,5,13,154,2,0,26,3,La representación matemática y sus aplicaciones
6877,5,14,154,2,0,26,3,La representación matemática y sus aplicaciones
6877,5,15,154,2,0,27,3,La representación matemática y sus aplicaciones
6877,5,16,154,2,0,27,3,La representación matemática y sus aplicaciones
6992,1,9,152,2,0,13,3,Beginner III
6992,1,10,152,2,0,13,3,Beginner III
6992,1,11,152,2,0,1,3,Beginner III
6992,1,12,152,2,0,1,3,Beginner III
6992,1,15,152,2,0,25,3,Beginner III
6992,1,16,152,2,0,25,3,Beginner III
6992,2,9,152,2,0,13,3,Beginner III
6992,2,10,152,2,0,13,3,Beginner III
6992,2,13,152,2,0,2,3,Beginner III
6992,2,14,152,2,0,2,3,Beginner III
6992,2,15,152,2,0,12,3,Beginner III
6992,2,16,152,2,0,12,3,Beginner III
6992,3,9,152,2,0,6,3,Beginner III
6992,3,10,152,2,0,6,3,Beginner III
6992,3,13,152,2,0,1,3,Beginner III
6992,3,14,152,2,0,1,3,Beginner III
6992,3,15,152,2,0,3,3,Beginner III
6992,3,16,152,2,0,3,3,Beginner III
6992,4,9,152,2,0,2,3,Beginner III
6992,4,10,152,2,0,2,3,Beginner III
6992,4,11,152,2,0,8,3,Beginner III
6992,4,12,152,2,0,8,3,Beginner III
6992,4,15,152,2,0,3,3,Beginner III
6992,4,16,152,2,0,3,3,Beginner III
6992,5,9,152,2,0,8,3,Beginner III
6992,5,10,152,2,0,8,3,Beginner III
6992,5,11,152,2,0,12,3,Beginner III
6992,5,12,152,2,0,12,3,Beginner III
6992,5,13,152,2,0,25,3,Beginner III
6992,5,14,152,2,0,25,3,Beginner III
6992,5,15,152,2,0,6,3,Beginner III
6992,5,16,152,2,0,6,3,Beginner III
6996,1,9,155,2,0,14,3,Administración contemporánea y liderazgo emprendedor
6996,1,10,155,2,0,14,3,Administración contemporánea y liderazgo emprendedor
6996,1,11,155,2,0,10,3,Administración contemporánea y liderazgo emprendedor
6996,1,12,155,2,0,10,3,Administración contemporánea y liderazgo emprendedor
6996,1,15,155,2,0,9,3,Administración contemporánea y liderazgo emprendedor
6996,1,16,155,2,0,9,3,Administración contemporánea y liderazgo emprendedor
6996,2,9,155,2,0,15,3,Administración contemporánea y liderazgo emprendedor
6996,2,10,155,2,0,15,3,Administración contemporánea y liderazgo emprendedor
6996,2,11,155,2,0,19,3,Administración contemporánea y liderazgo emprendedor
6996,2,12,155,2,0,19,3,Administración contemporánea y liderazgo emprendedor
6996,2,13,155,2,0,11,3,Administración contemporánea y liderazgo emprendedor
6996,2,14,155,2,0,11,3,Administración contemporánea y liderazgo emprendedor
6996,2,15,155,2,0,10,3,Administración contemporánea y liderazgo emprendedor
6996,2,16,155,2,0,10,3,Administración contemporánea y liderazgo emprendedor
6996,3,9,155,2,0,15,3,Administración contemporánea y liderazgo emprendedor
6996,3,10,155,2,0,15,3,Administración contemporánea y liderazgo emprendedor
6996,3,11,155,2,0,12,3,Administración contemporánea y liderazgo emprendedor
6996,3,12,155,2,0,12,3,Administración contemporánea y liderazgo emprendedor
6996,3,13,155,2,0,13,3,Administración contemporánea y liderazgo emprendedor
6996,3,14,155,2,0,13,3,Administración contemporánea y liderazgo emprendedor
6996,3,15,155,2,0,16,3,Administración contemporánea y liderazgo emprendedor
6996,3,16,155,2,0,16,3,Administración contemporánea y liderazgo emprendedor
6996,4,9,155,2,0,9,3,Administración contemporánea y liderazgo emprendedor
6996,4,10,155,2,0,9,3,Administración contemporánea y liderazgo emprendedor
6996,4,11,155,2,0,12,3,Administración contemporánea y liderazgo emprendedor
6996,4,12,155,2,0,12,3,Administración contemporánea y liderazgo emprendedor
6996,4,13,155,2,0,11,3,Administración contemporánea y liderazgo emprendedor
6996,4,14,155,2,0,11,3,Administración contemporánea y liderazgo emprendedor
6996,4,15,155,2,0,19,3,Administración contemporánea y liderazgo emprendedor
6996,4,16,155,2,0,19,3,Administración contemporánea y liderazgo emprendedor
6996,5,11,155,2,0,14,3,Administración contemporánea y liderazgo emprendedor
6996,5,12,155,2,0,14,3,Administración contemporánea y liderazgo emprendedor
6996,5,13,155,2,0,16,3,Administración contemporánea y liderazgo emprendedor
6996,5,14,155,2,0,16,3,Administración contemporánea y liderazgo emprendedor
6996,5,15,155,2,0,13,3,Administración contemporánea y liderazgo emprendedor
6996,5,16,155,2,0,13,3,Administración contemporánea y liderazgo emprendedor
7098,1,11,154,2,0,11,3,La representación matemática y sus aplicaciones
7098,1,12,154,2,0,11,3,La representación matemática y sus aplicaciones
7098,1,13,154,2,0,24,3,La representación matemática y sus aplicaciones
7098,1,14,154,2,0,24,3,La representación matemática y sus aplicaciones
7098,1,15,154,2,0,22,3,La representación matemática y sus aplicaciones
7098,1,16,154,2,0,22,3,La representación matemática y sus aplicaciones
7098,2,9,154,2,0,11,3,La representación matemática y sus aplicaciones
7098,2,11,154,2,0,16,3,La representación matemática y sus aplicaciones
7098,2,12,154,2,0,16,3,La representación matemática y sus aplicaciones
7098,2,13,154,2,0,5,3,La representación matemática y sus aplicaciones
7098,2,14,154,2,0,5,3,La representación matemática y sus aplicaciones
7098,2,15,154,2,0,14,3,La representación matemática y sus aplicaciones
7098,2,16,154,2,0,14,3,La representación matemática y sus aplicaciones
7098,3,10,154,2,0,22,3,La representación matemática y sus aplicaciones
7098,3,13,154,2,0,16,3,La representación matemática y sus aplicaciones
7098,3,15,154,2,0,5,3,La representación matemática y sus aplicaciones
7098,3,16,154,2,0,5,3,La representación matemática y sus aplicaciones
7098,4,10,154,2,0,24,3,La representación matemática y sus aplicaciones
7098,4,11,154,2,0,16,3,La representación matemática y sus aplicaciones
7098,4,12,154,2,0,16,3,La representación matemática y sus aplicaciones
7098,4,13,154,2,0,14,3,La representación matemática y sus aplicaciones
7098,4,14,154,2,0,14,3,La representación matemática y sus aplicaciones
7098,4,15,154,2,0,22,3,La representación matemática y sus aplicaciones
7098,4,16,154,2,0,22,3,La representación matemática y sus aplicaciones
7098,5,11,154,2,0,24,3,La representación matemática y sus aplicaciones
7098,5,12,154,2,0,24,3,La representación matemática y sus aplicaciones
7098,5,13,154,2,0,14,3,La representación matemática y sus aplicaciones
7098,5,14,154,2,0,5,3,La representación matemática y sus aplicaciones
7098,5,15,154,2,0,11,3,La representación matemática y sus aplicaciones
7098,5,16,154,2,0,11,3,La representación matemática y sus aplicaciones
7117,1,1,93,1,0,16,1,Pensamiento Lógico y Crítico
7117,1,2,93,1,0,16,1,Pensamiento Lógico y Crítico
7117,1,3,93,1,0,15,1,Pensamiento Lógico y Crítico
7117,1,4,93,1,0,15,1,Pensamiento Lógico y Crítico
7117,1,5,93,1,0,18,1,Pensamiento Lógico y Crítico
7117,1,6,93,1,0,18,1,Pensamiento Lógico y Crítico
7117,1,7,93,1,0,14,1,Pensamiento Lógico y Crítico
7117,1,8,93,1,0,14,1,Pensamiento Lógico y Crítico
7117,2,1,93,1,0,19,1,Pensamiento Lógico y Crítico
7117,2,2,93,1,0,19,1,Pensamiento Lógico y Crítico
7117,2,7,93,1,0,20,1,Pensamiento Lógico y Crítico
7117,2,8,93,1,0,20,1,Pensamiento Lógico y Crítico
7117,3,1,93,1,0,15,1,Pensamiento Lógico y Crítico
7117,3,2,93,1,0,15,1,Pensamiento Lógico y Crítico
7117,3,3,93,1,0,16,1,Pensamiento Lógico y Crítico
7117,3,4,93,1,0,16,1,Pensamiento Lógico y Crítico
7117,3,5,93,1,0,19,1,Pensamiento Lógico y Crítico
7117,3,6,93,1,0,19,1,Pensamiento Lógico y Crítico
7117,3,7,93,1,0,14,1,Pensamiento Lógico y Crítico
7117,3,8,93,1,0,14,1,Pensamiento Lógico y Crítico
7117,4,3,93,1,0,21,1,Pensamiento Lógico y Crítico
7117,4,4,93,1,0,21,1,Pensamiento Lógico y Crítico
7117,4,5,93,1,0,18,1,Pensamiento Lógico y Crítico
7117,4,6,93,1,0,18,1,Pensamiento Lógico y Crítico
7117,4,7,93,1,0,17,1,Pensamiento Lógico y Crítico
7117,4,8,93,1,0,17,1,Pensamiento Lógico y Crítico
7117,5,3,93,1,0,21,1,Pensamiento Lógico y Crítico
7117,5,4,93,1,0,21,1,Pensamiento Lógico y Crítico
7117,5,5,93,1,0,20,1,Pensamiento Lógico y Crítico
7117,5,6,93,1,0,20,1,Pensamiento Lógico y Crítico
7117,5,7,93,1,0,17,1,Pensamiento Lógico y Crítico
7117,5,8,93,1,0,17,1,Pensamiento Lógico y Crítico
7128,4,9,159,2,0,1,3,Beneficios de las actividades físico deportivas y artisticas
7128,4,10,159,2,0,1,3,Beneficios de las actividades físico deportivas y artisticas
7354,2,3,100,1,0,30,1,Mi Expresión Física y Artistica
7354,2,4,100,1,0,30,1,Mi Expresión Física y Artistica
7354,4,3,100,1,0,25,1,Mi Expresión Física y Artistica
7354,4,4,100,1,0,25,1,Mi Expresión Física y Artistica
7354,4,7,100,1,0,24,1,Mi Expresión Física y Artistica
7354,4,8,100,1,0,24,1,Mi Expresión Física y Artistica
7357,1,5,100,1,0,12,1,Mi Expresión Física y Artistica
7357,1,6,100,1,0,12,1,Mi Expresión Física y Artistica
7357,4,5,100,1,0,20,1,Mi Expresión Física y Artistica
7357,4,6,100,1,0,20,1,Mi Expresión Física y Artistica
7357,5,3,100,1,0,26,1,Mi Expresión Física y Artistica
7357,5,4,100,1,0,26,1,Mi Expresión Física y Artistica
7379,5,9,160,2,0,6,3,Adjunto Los seres vivos y su diversidad
7379,5,10,160,2,0,6,3,Adjunto Los seres vivos y su diversidad
7379,5,13,160,2,0,1,3,Adjunto Los seres vivos y su diversidad
7379,5,14,160,2,0,1,3,Adjunto Los seres vivos y su diversidad
7381,1,7,39,3,0,9,5,Derecho 1
7381,1,8,39,3,0,9,5,Derecho 1
7381,1,11,39,3,0,15,5,Derecho 1
7381,1,12,39,3,0,15,5,Derecho 1
7381,1,13,39,3,0,14,5,Derecho 1
7381,1,14,39,3,0,14,5,Derecho 1
7381,2,5,39,3,0,9,5,Derecho 1
7381,2,6,39,3,0,9,5,Derecho 1
7381,2,9,39,3,0,14,5,Derecho 1
7381,2,10,39,3,0,14,5,Derecho 1
7381,2,11,39,3,0,11,5,Derecho 1
7381,2,12,39,3,0,11,5,Derecho 1
7381,2,15,39,3,0,10,5,Derecho 1
7381,2,16,39,3,0,10,5,Derecho 1
7381,3,11,39,3,0,10,5,Derecho 1
7381,3,12,39,3,0,10,5,Derecho 1
7381,3,13,39,3,0,12,5,Derecho 1
7381,3,14,39,3,0,12,5,Derecho 1
7381,3,15,39,3,0,22,5,Derecho 1
7381,3,16,39,3,0,22,5,Derecho 1
7381,4,11,39,3,0,12,5,Derecho 1
7381,4,12,39,3,0,12,5,Derecho 1
7381,4,15,39,3,0,13,5,Derecho 1
7381,4,16,39,3,0,13,5,Derecho 1
7381,5,9,39,3,0,11,5,Derecho 1
7381,5,10,39,3,0,11,5,Derecho 1
7381,5,11,39,3,0,13,5,Derecho 1
7381,5,12,39,3,0,13,5,Derecho 1
7381,5,13,39,3,0,15,5,Derecho 1
