IdEmp,numAula,dia,fecha,hora_ini,hora_fin
8882,10,2,14/05/2013,14:00,15:30
7376,10,2,14/05/2013,14:00,15:30
8182,11,2,14/05/2013,14:00,15:30
8182,12,2,14/05/2013,14:00,15:30
7381,13,2,14/05/2013,14:00,15:30
2797,14,2,14/05/2013,14:00,15:30
8182,15,2,14/05/2013,14:00,15:30
6323,16,2,14/05/2013,14:00,15:30
8182,17,2,14/05/2013,14:00,15:30
9107,18,2,14/05/2013,14:00,15:30
6996,19,2,14/05/2013,14:00,15:30
8466,20,2,14/05/2013,14:00,15:30
6827,1,4,16/05/2013,07:00,08:30
6554,2,4,16/05/2013,07:00,08:30
9107,3,4,16/05/2013,07:00,08:30
1291,4,4,16/05/2013,07:00,08:30
3841,5,4,16/05/2013,07:00,08:30
6996,6,4,16/05/2013,07:00,08:30
9267,7,4,16/05/2013,07:00,08:30
8182,8,4,16/05/2013,07:00,08:30
8182,9,4,16/05/2013,07:00,08:30
851,10,4,16/05/2013,07:00,08:30
6323,11,4,16/05/2013,07:00,08:30
8493,12,4,16/05/2013,07:00,08:30
8182,13,4,16/05/2013,07:00,08:30
8182,14,4,16/05/2013,07:00,08:30
8182,15,4,16/05/2013,07:00,08:30
8882,16,4,16/05/2013,07:00,08:30
3628,17,4,16/05/2013,07:00,08:30
2797,18,4,16/05/2013,07:00,08:30
9398,19,4,16/05/2013,07:00,08:30
7972,20,4,16/05/2013,07:00,08:30
6827,1,4,16/05/2013,14:00,15:30
6554,2,4,16/05/2013,14:00,15:30
9107,3,4,16/05/2013,14:00,15:30
1291,4,4,16/05/2013,14:00,15:30
3841,5,4,16/05/2013,14:00,15:30
6996,6,4,16/05/2013,14:00,15:30
9267,7,4,16/05/2013,14:00,15:30
8182,8,4,16/05/2013,14:00,15:30
8182,9,4,16/05/2013,14:00,15:30
851,10,4,16/05/2013,14:00,15:30
6323,11,4,16/05/2013,14:00,15:30
8493,12,4,16/05/2013,14:00,15:30
8182,13,4,16/05/2013,14:00,15:30
8182,14,4,16/05/2013,14:00,15:30
8182,15,4,16/05/2013,14:00,15:30
7376,16,4,16/05/2013,14:00,15:30
8460,16,4,16/05/2013,14:00,15:30
6515,16,4,16/05/2013,14:00,15:30
8882,16,4,16/05/2013,14:00,15:30
3628,17,4,16/05/2013,14:00,15:30
2797,18,4,16/05/2013,14:00,15:30
9398,19,4,16/05/2013,14:00,15:30
7972,20,4,16/05/2013,14:00,15:30
8182,3,5,17/05/2013,07:00,08:30
8182,4,5,17/05/2013,07:00,08:30
6554,5,5,17/05/2013,07:00,08:30
9976,6,5,17/05/2013,07:00,08:30
8182,10,5,17/05/2013,07:00,08:30
8182,13,5,17/05/2013,07:00,08:30
8182,14,5,17/05/2013,07:00,08:30
8182,15,5,17/05/2013,07:00,08:30
